FID,SRC_AGENCY,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,ATTK_DATE,OUT_DATE,DECADE,SIZE_HA,CAUSE,PROTZONE,FIRE_TYPE,MORE_INFO,CFS_REF_ID,CFS_NOTE1,CFS_NOTE2,ACQ_DATE,SRC_AGY2,ECOZONE,ECOZ_REF,ECOZ_NAME,ECOZ_NOM
367,BC,1951-G00046, ,54.097000000000001,-123.180000000000010,1951,6,14,1951-06-14 00:00:00,,,1950-1959,0.800000000000000,H, ,Fire, ,BC-1951-1951-G00046, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
368,BC,1951-G00050, ,54.741999999999997,-122.980999999999990,1951,6,19,1951-06-19 00:00:00,,,1950-1959,50.500000000000000,H, ,Fire, ,BC-1951-1951-G00050, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
369,BC,1951-G00051, ,54.289000000000001,-122.629000000000000,1951,6,21,1951-06-21 00:00:00,,,1950-1959,0.800000000000000,H, ,Fire, ,BC-1951-1951-G00051, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
370,BC,1951-G00052, ,54.097000000000001,-123.180000000000010,1951,6,25,1951-06-25 00:00:00,,,1950-1959,46.500000000000000,H, ,Fire, ,BC-1951-1951-G00052, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
371,BC,1951-G00053, ,54.347000000000001,-122.629000000000000,1951,6,14,1951-06-14 00:00:00,,,1950-1959,1.600000000000000,H, ,Fire, ,BC-1951-1951-G00053, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
372,BC,1951-G00054, ,54.259999999999998,-122.629000000000000,1951,6,21,1951-06-21 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00054, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
373,BC,1951-G00056, ,53.905000000000001,-122.283000000000000,1951,6,27,1951-06-27 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00056, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
374,BC,1951-G00060, ,53.405000000000001,-122.632000000000010,1951,6,27,1951-06-27 00:00:00,,,1950-1959,3.200000000000000,H, ,Fire, ,BC-1951-1951-G00060, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
375,BC,1951-G00063, ,53.539000000000001,-122.682000000000000,1951,7,1,1951-07-01 00:00:00,,,1950-1959,5.200000000000000,H, ,Fire, ,BC-1951-1951-G00063, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
376,BC,1951-G00064, ,53.759999999999998,-122.632000000000010,1951,6,29,1951-06-29 00:00:00,,,1950-1959,1.200000000000000,H, ,Fire, ,BC-1951-1951-G00064, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
377,BC,1951-G00070, ,54.317999999999998,-124.278000000000010,1951,7,7,1951-07-07 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00070, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
378,BC,1951-G00086, ,55.213000000000001,-123.230000000000000,1951,7,10,1951-07-10 00:00:00,,,1950-1959,0.100000000000000,L, ,Fire, ,BC-1951-1951-G00086, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
379,BC,1951-G00089, ,53.933999999999997,-123.083000000000000,1951,7,7,1951-07-07 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00089, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
380,BC,1951-G00107, ,53.683999999999997,-122.632000000000010,1951,8,1,1951-08-01 00:00:00,,,1950-1959,0.200000000000000,H, ,Fire, ,BC-1951-1951-G00107, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
381,BC,1951-G00110, ,53.463000000000001,-122.483999999999990,1951,7,20,1951-07-20 00:00:00,,,1950-1959,8.400000000000000,L, ,Fire, ,BC-1951-1951-G00110, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
382,BC,1951-G00111, ,53.375999999999998,-122.730999999999990,1951,7,27,1951-07-27 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00111, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
383,BC,1951-G00129, ,54.067999999999998,-122.480999999999990,1951,8,19,1951-08-19 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00129, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
384,BC,1951-G00132, ,54.539000000000001,-124.278000000000010,1951,8,8,1951-08-08 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00132, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
385,BC,1951-G00133, ,53.991999999999997,-122.632000000000010,1951,8,23,1951-08-23 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00133, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
386,BC,1951-G00134, ,54.289000000000001,-122.680000000000010,1951,4,1,1951-04-01 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00134, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
387,BC,1951-G00136, ,54.097000000000001,-123.028000000000010,1951,9,1,1951-09-01 00:00:00,,,1950-1959,0.800000000000000,H, ,Fire, ,BC-1951-1951-G00136, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
388,BC,1951-G00137, ,54.463000000000001,-122.680000000000010,1951,9,2,1951-09-02 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00137, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
389,BC,1951-G00139, ,54.375999999999998,-124.230999999999990,1951,8,29,1951-08-29 00:00:00,,,1950-1959,0.800000000000000,H, ,Fire, ,BC-1951-1951-G00139, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
390,BC,1951-G00141, ,53.741999999999997,-122.230999999999990,1951,9,3,1951-09-03 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00141, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
391,BC,1951-G00142, ,54.289000000000001,-122.730999999999990,1951,9,1,1951-09-01 00:00:00,,,1950-1959,1.200000000000000,H, ,Fire, ,BC-1951-1951-G00142, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
392,BC,1951-G00143, ,54.009999999999998,-122.528000000000010,1951,9,4,1951-09-04 00:00:00,,,1950-1959,5.600000000000000,H, ,Fire, ,BC-1951-1951-G00143, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
393,BC,1951-G00144, ,54.433999999999997,-124.078999999999990,1951,8,30,1951-08-30 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00144, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
394,BC,1951-G00146, ,54.039000000000001,-122.730999999999990,1951,9,5,1951-09-05 00:00:00,,,1950-1959,1.600000000000000,H, ,Fire, ,BC-1951-1951-G00146, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
395,BC,1951-G00148, ,54.067999999999998,-123.477000000000000,1951,9,2,1951-09-02 00:00:00,,,1950-1959,2.000000000000000,L, ,Fire, ,BC-1951-1951-G00148, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
396,BC,1951-G00149, ,53.759999999999998,-123.182000000000000,1951,9,1,1951-09-01 00:00:00,,,1950-1959,101.099999999999990,L, ,Fire, ,BC-1951-1951-G00149, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
397,BC,1951-G00151, ,53.125999999999998,-122.283000000000000,1951,7,30,1951-07-30 00:00:00,,,1950-1959,2.400000000000000,L, ,Fire, ,BC-1951-1951-G00151, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
398,BC,1951-G00155, ,53.683999999999997,-122.583000000000000,1951,9,6,1951-09-06 00:00:00,,,1950-1959,101.099999999999990,H, ,Fire, ,BC-1951-1951-G00155, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
399,BC,1951-G00156, ,53.847000000000001,-122.583000000000000,1951,9,6,1951-09-06 00:00:00,,,1950-1959,0.200000000000000,H, ,Fire, ,BC-1951-1951-G00156, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
400,BC,1951-G00160, ,53.759999999999998,-123.632000000000010,1951,9,8,1951-09-08 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00160, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
401,BC,1951-G00161, ,54.009999999999998,-123.180000000000010,1951,9,12,1951-09-12 00:00:00,,,1950-1959,0.400000000000000,H, ,Fire, ,BC-1951-1951-G00161, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
402,BC,1951-G00162, ,54.317999999999998,-122.629000000000000,1951,9,5,1951-09-05 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00162, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
403,BC,1951-G00163, ,54.289000000000001,-122.730999999999990,1951,9,3,1951-09-03 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00163, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
404,BC,1951-G00165, ,53.759999999999998,-122.533000000000000,1951,9,12,1951-09-12 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00165, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
405,BC,1951-G00167, ,53.963000000000001,-123.083000000000000,1951,9,6,1951-09-06 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00167, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
406,BC,1951-G00168, ,54.097000000000001,-122.778000000000010,1951,9,16,1951-09-16 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00168, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
407,BC,1951-G00169, ,53.817999999999998,-122.682000000000000,1951,9,18,1951-09-18 00:00:00,,,1950-1959,17.399999999999999,H, ,Fire, ,BC-1951-1951-G00169, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
408,BC,1951-G00174, ,53.817999999999998,-122.632000000000010,1951,9,18,1951-09-18 00:00:00,,,1950-1959,0.400000000000000,H, ,Fire, ,BC-1951-1951-G00174, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
409,BC,1951-G00175, ,53.741999999999997,-122.533000000000000,1951,9,10,1951-09-10 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00175, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
410,BC,1951-G00176, ,54.009999999999998,-122.528000000000010,1951,9,18,1951-09-18 00:00:00,,,1950-1959,20.199999999999999,H, ,Fire, ,BC-1951-1951-G00176, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
411,BC,1951-G00180, ,53.463000000000001,-122.583000000000000,1951,9,15,1951-09-15 00:00:00,,,1950-1959,0.600000000000000,H, ,Fire, ,BC-1951-1951-G00180, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
412,BC,1951-G00185, ,54.539000000000001,-122.778000000000010,1951,9,9,1951-09-09 00:00:00,,,1950-1959,0.400000000000000,H, ,Fire, ,BC-1951-1951-G00185, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
413,BC,1951-G00188, ,54.213000000000001,-123.930000000000010,1951,9,16,1951-09-16 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00188, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
414,BC,1951-G00189, ,53.539000000000001,-122.682000000000000,1951,9,22,1951-09-22 00:00:00,,,1950-1959,4.000000000000000,H, ,Fire, ,BC-1951-1951-G00189, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
415,BC,1951-G00190, ,54.347000000000001,-124.230999999999990,1951,9,1,1951-09-01 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00190, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
416,BC,1951-G00191, ,54.375999999999998,-124.230999999999990,1951,9,17,1951-09-17 00:00:00,,,1950-1959,8.000000000000000,H, ,Fire, ,BC-1951-1951-G00191, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
417,BC,1951-G00192, ,54.259999999999998,-124.078999999999990,1951,9,1,1951-09-01 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00192, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
418,BC,1951-G00193, ,54.683999999999997,-122.778000000000010,1951,9,19,1951-09-19 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00193, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
419,BC,1951-G00194, ,53.741999999999997,-122.632000000000010,1951,9,17,1951-09-17 00:00:00,,,1950-1959,0.200000000000000,H, ,Fire, ,BC-1951-1951-G00194, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
420,BC,1951-G00204, ,53.375999999999998,-122.583000000000000,1951,9,22,1951-09-22 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-G00204, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
421,BC,1951-C00002, ,52.789000000000001,-122.539000000000000,1951,4,1,1951-04-01 00:00:00,,,1950-1959,0.400000000000000,H, ,Fire, ,BC-1951-1951-C00002, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
422,BC,1951-C00004, ,52.963000000000001,-122.587000000000000,1951,4,28,1951-04-28 00:00:00,,,1950-1959,0.200000000000000,H, ,Fire, ,BC-1951-1951-C00004, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
423,BC,1951-C00005, ,52.625999999999998,-122.539000000000000,1951,4,1,1951-04-01 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-C00005, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
424,BC,1951-C00006, ,52.625999999999998,-122.539000000000000,1951,4,1,1951-04-01 00:00:00,,,1950-1959,1.200000000000000,H, ,Fire, ,BC-1951-1951-C00006, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
425,BC,1951-C00011, ,52.933999999999997,-122.480999999999990,1951,6,4,1951-06-04 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-C00011, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
426,BC,1951-C00014, ,52.789000000000001,-122.539000000000000,1951,6,18,1951-06-18 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-C00014, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
427,BC,1951-C00015, ,52.963000000000001,-122.433000000000010,1951,6,27,1951-06-27 00:00:00,,,1950-1959,0.200000000000000,H, ,Fire, ,BC-1951-1951-C00015, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
428,BC,1951-C00016, ,52.625999999999998,-122.480999999999990,1951,6,27,1951-06-27 00:00:00,,,1950-1959,2.400000000000000,H, ,Fire, ,BC-1951-1951-C00016, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
429,BC,1951-C00018, ,52.963000000000001,-122.683000000000010,1951,7,1,1951-07-01 00:00:00,,,1950-1959,0.800000000000000,H, ,Fire, ,BC-1951-1951-C00018, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
430,BC,1951-C00019, ,52.963000000000001,-122.433000000000010,1951,7,11,1951-07-11 00:00:00,,,1950-1959,2.400000000000000,H, ,Fire, ,BC-1951-1951-C00019, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
431,BC,1951-C00021, ,52.963000000000001,-122.489999999999990,1951,7,11,1951-07-11 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-C00021, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
432,BC,1951-C00022, ,52.539000000000001,-122.480999999999990,1951,7,18,1951-07-18 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-C00022, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
433,BC,1951-C00023, ,52.905000000000001,-122.039000000000000,1951,7,24,1951-07-24 00:00:00,,,1950-1959,0.800000000000000,L, ,Fire, ,BC-1951-1951-C00023, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
434,BC,1951-C00024, ,52.759999999999998,-122.539000000000000,1951,7,31,1951-07-31 00:00:00,,,1950-1959,1.200000000000000,H, ,Fire, ,BC-1951-1951-C00024, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
435,BC,1951-C00025, ,52.759999999999998,-122.433000000000010,1951,7,27,1951-07-27 00:00:00,,,1950-1959,0.100000000000000,L, ,Fire, ,BC-1951-1951-C00025, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
436,BC,1951-C00026, ,52.933999999999997,-122.433000000000010,1951,8,3,1951-08-03 00:00:00,,,1950-1959,1.200000000000000,H, ,Fire, ,BC-1951-1951-C00026, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
437,BC,1951-C00027, ,52.905000000000001,-122.433000000000010,1951,8,2,1951-08-02 00:00:00,,,1950-1959,2.000000000000000,H, ,Fire, ,BC-1951-1951-C00027, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
438,BC,1951-C00028, ,52.905000000000001,-122.480999999999990,1951,8,5,1951-08-05 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-C00028, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
439,BC,1951-C00029, ,52.789000000000001,-122.433000000000010,1951,8,1,1951-08-01 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-C00029, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
440,BC,1951-C00030, ,52.789000000000001,-122.433000000000010,1951,8,2,1951-08-02 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-C00030, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
441,BC,1951-C00031, ,52.817999999999998,-122.433000000000010,1951,8,1,1951-08-01 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-C00031, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
442,BC,1951-C00032, ,52.963000000000001,-122.539000000000000,1951,9,18,1951-09-18 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-C00032, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
443,BC,1951-C00033, ,52.817999999999998,-122.433000000000010,1951,8,14,1951-08-14 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-C00033, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
444,BC,1951-C00034, ,52.905000000000001,-122.480999999999990,1951,8,31,1951-08-31 00:00:00,,,1950-1959,0.200000000000000,H, ,Fire, ,BC-1951-1951-C00034, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
445,BC,1951-C00035, ,52.991999999999997,-122.489999999999990,1951,9,8,1951-09-08 00:00:00,,,1950-1959,0.400000000000000,H, ,Fire, ,BC-1951-1951-C00035, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
446,BC,1951-C00036, ,52.683999999999997,-122.480999999999990,1951,9,6,1951-09-06 00:00:00,,,1950-1959,46.500000000000000,H, ,Fire, ,BC-1951-1951-C00036, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
447,BC,1951-C00039, ,52.875999999999998,-121.933000000000010,1951,9,21,1951-09-21 00:00:00,,,1950-1959,0.100000000000000,L, ,Fire, ,BC-1951-1951-C00039, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
448,BC,1951-C00181, ,53.009999999999998,-122.583000000000000,1951,6,2,1951-06-02 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-C00181, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
449,BC,1951-C00182, ,53.009999999999998,-122.480999999999990,1951,6,9,1951-06-09 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-C00182, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
450,BC,1951-C00183, ,53.009999999999998,-122.480999999999990,1951,6,14,1951-06-14 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-C00183, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
451,BC,1951-C00185, ,53.039000000000001,-122.382000000000010,1951,6,20,1951-06-20 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-C00185, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
452,BC,1951-C00186, ,53.039000000000001,-122.682000000000000,1951,6,29,1951-06-29 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-C00186, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
453,BC,1951-C00187, ,53.009999999999998,-122.283000000000000,1951,7,12,1951-07-12 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-C00187, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
454,BC,1951-C00188, ,53.097000000000001,-122.283000000000000,1951,7,28,1951-07-28 00:00:00,,,1950-1959,0.100000000000000,L, ,Fire, ,BC-1951-1951-C00188, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
455,BC,1951-C00189, ,53.009999999999998,-122.583000000000000,1951,7,29,1951-07-29 00:00:00,,,1950-1959,1.000000000000000,H, ,Fire, ,BC-1951-1951-C00189, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
456,BC,1951-C00190, ,53.125999999999998,-122.382000000000010,1951,7,31,1951-07-31 00:00:00,,,1950-1959,7.200000000000000,H, ,Fire, ,BC-1951-1951-C00190, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
457,BC,1951-C00191, ,53.125999999999998,-122.382000000000010,1951,8,1,1951-08-01 00:00:00,,,1950-1959,0.300000000000000,H, ,Fire, ,BC-1951-1951-C00191, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
458,BC,1951-C00192, ,53.155000000000001,-122.333000000000000,1951,8,4,1951-08-04 00:00:00,,,1950-1959,0.400000000000000,L, ,Fire, ,BC-1951-1951-C00192, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
459,BC,1951-C00195, ,53.009999999999998,-122.283000000000000,1951,9,13,1951-09-13 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-C00195, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
460,BC,1951-C00196, ,53.097000000000001,-122.480999999999990,1951,9,16,1951-09-16 00:00:00,,,1950-1959,0.200000000000000,H, ,Fire, ,BC-1951-1951-C00196, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
461,BC,1951-C00197, ,53.097000000000001,-122.682000000000000,1951,9,5,1951-09-05 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-C00197, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
462,BC,1951-C00199, ,53.067999999999998,-122.480999999999990,1951,9,16,1951-09-16 00:00:00,,,1950-1959,1.200000000000000,H, ,Fire, ,BC-1951-1951-C00199, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
463,BC,1952-G00003, ,53.933999999999997,-122.882000000000010,1952,4,1,1952-04-01 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1952-1952-G00003, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
464,BC,1952-G00004, ,54.067999999999998,-122.879000000000000,1952,4,18,1952-04-18 00:00:00,,,1950-1959,0.200000000000000,H, ,Fire, ,BC-1952-1952-G00004, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
465,BC,1952-G00016, ,54.097000000000001,-122.480999999999990,1952,5,7,1952-05-07 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1952-1952-G00016, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
466,BC,1952-G00023, ,54.009999999999998,-122.629000000000000,1952,5,9,1952-05-09 00:00:00,,,1950-1959,26.300000000000001,H, ,Fire, ,BC-1952-1952-G00023, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
467,BC,1952-G00024, ,53.905000000000001,-122.783000000000000,1952,5,1,1952-05-01 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1952-1952-G00024, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
468,BC,1952-G00027, ,53.567999999999998,-122.682000000000000,1952,5,9,1952-05-09 00:00:00,,,1950-1959,0.800000000000000,H, ,Fire, ,BC-1952-1952-G00027, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
469,BC,1952-G00028, ,53.375999999999998,-122.682000000000000,1952,5,9,1952-05-09 00:00:00,,,1950-1959,872.000000000000000,H, ,Fire, ,BC-1952-1952-G00028, , ,2020-05-05 00:00:00,BC,14,14,Montane Cordillera,Cordill re montagnarde
