x,y,COOLING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,CLIMATE_IDENTIFIER,TOTAL_RAIN_FLAG,LOCAL_DATE,MIN_TEMPERATURE_FLAG,ID,TOTAL_RAIN,SPEED_MAX_GUST_FLAG,MAX_TEMPERATURE,TOTAL_PRECIPITATION,SPEED_MAX_GUST,STATION_NAME,DIRECTION_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,HEATING_DEGREE_DAYS,MEAN_TEMPERATURE_FLAG,MEAN_TEMPERATURE,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY_FLAG,SNOW_ON_GROUND,TOTAL_SNOW,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG,MAX_TEMPERATURE_FLAG,MIN_TEMPERATURE,TOTAL_PRECIPITATION_FLAG,LOCAL_YEAR,LOCAL_DAY,LOCAL_MONTH,SNOW_ON_GROUND_FLAG,TOTAL_SNOW_FLAG,DIRECTION_MAX_GUST,PROVINCE_CODE
-82.30888888888889,42.99944444444444,,83,6127510,,2022-04-03 00:00:00,,6127510.2022.4.3,,M,2.8,0.2,,SARNIA,M,0,17.4,,0.6,,,,,96,,,-1.6,,2022,3,4,,,,ON
-82.30888888888889,42.99944444444444,,83,6127510,,2022-04-04 00:00:00,,6127510.2022.4.4,,,3.6,3.9,39,SARNIA,,0,17.5,,0.5,,,,,97,,,-2.6,,2022,4,4,,,14,ON
-82.30888888888889,42.99944444444444,,74,6127510,,2022-04-05 00:00:00,,6127510.2022.4.5,,M,9.1,0,,SARNIA,M,0,12.9,,5.1,,,,,97,,,1,,2022,5,4,,,,ON
-82.30888888888889,42.99944444444444,,72,6127510,,2022-04-06 00:00:00,,6127510.2022.4.6,,,14.5,4.9,46,SARNIA,,0,10.6,,7.4,,,,,98,,,0.3,,2022,6,4,,,15,ON
-82.30888888888889,42.99944444444444,,52,6127510,,2022-04-07 00:00:00,,6127510.2022.4.7,,,11.1,0,45,SARNIA,,0,11.2,,6.8,,,,,95,,,2.5,,2022,7,4,,,19,ON
-82.30888888888889,42.99944444444444,,56,6127510,,2022-04-08 00:00:00,,6127510.2022.4.8,,,10.4,2,46,SARNIA,,0,12.1,,5.9,,,,,96,,,1.3,,2022,8,4,,,25,ON
-82.30888888888889,42.99944444444444,,65,6127510,,2022-04-09 00:00:00,,6127510.2022.4.9,,M,3.4,3,,SARNIA,M,0,16.4,,1.6,,,,,97,,,-0.3,,2022,9,4,,,,ON
-82.30888888888889,42.99944444444444,,48,6127510,,2022-04-10 00:00:00,,6127510.2022.4.10,,,8.9,0,48,SARNIA,,0,13.3,,4.7,,,,,78,,,0.5,,2022,10,4,,,10,ON
-82.30888888888889,42.99944444444444,,44,6127510,,2022-04-11 00:00:00,,6127510.2022.4.11,,,19.4,0.7,48,SARNIA,,0,6.2,,11.8,,,,,78,,,4.1,,2022,11,4,,,17,ON
-82.30888888888889,42.99944444444444,,34,6127510,,2022-04-12 00:00:00,,6127510.2022.4.12,,,18.4,0,32,SARNIA,,0,7.7,,10.3,,,,,89,,,2.1,,2022,12,4,,,14,ON
-82.30888888888889,42.99944444444444,,66,6127510,,2022-04-13 00:00:00,,6127510.2022.4.13,,,21.1,1,55,SARNIA,,0,2.3,,15.7,,,,,94,,,10.3,,2022,13,4,,,20,ON
-82.30888888888889,42.99944444444444,,26,6127510,,2022-04-14 00:00:00,,6127510.2022.4.14,,,16.3,0.7,76,SARNIA,,0,6.8,,11.2,,,,,90,,,6,,2022,14,4,,,22,ON
-82.30888888888889,42.99944444444444,,33,6127510,,2022-04-15 00:00:00,,6127510.2022.4.15,,,12.3,0.2,74,SARNIA,,0,9.6,,8.4,,,,,76,,,4.4,,2022,15,4,,,24,ON
-82.30888888888889,42.99944444444444,,48,6127510,,2022-04-16 00:00:00,,6127510.2022.4.16,,,6.8,0,33,SARNIA,,0,15,,3,,,,,90,,,-0.9,,2022,16,4,,,30,ON
-82.30888888888889,42.99944444444444,,58,6127510,,2022-04-17 00:00:00,,6127510.2022.4.17,,,4.3,0,39,SARNIA,,0,17.1,,0.9,,,,,87,,,-2.6,,2022,17,4,,,36,ON
-82.30888888888889,42.99944444444444,,47,6127510,,2022-04-18 00:00:00,,6127510.2022.4.18,,,5.6,2.5,42,SARNIA,,0,17.2,,0.8,,,,,98,,,-4.1,,2022,18,4,,,26,ON
-82.30888888888889,42.99944444444444,,54,6127510,,2022-04-19 00:00:00,,6127510.2022.4.19,,,6.3,9.5,55,SARNIA,,0,14.6,,3.4,,,,,89,,,0.4,,2022,19,4,,,32,ON
-82.30888888888889,42.99944444444444,,42,6127510,,2022-04-20 00:00:00,,6127510.2022.4.20,,,10.5,0,41,SARNIA,,0,14.4,,3.6,,,,,86,,,-3.4,,2022,20,4,,,13,ON
-82.30888888888889,42.99944444444444,,35,6127510,,2022-04-21 00:00:00,,6127510.2022.4.21,,,18.4,5,50,SARNIA,,0,7.2,,10.8,,,,,96,,,3.2,,2022,21,4,,,29,ON
-82.30888888888889,42.99944444444444,,62,6127510,,2022-04-22 00:00:00,,6127510.2022.4.22,,,8.9,1,33,SARNIA,,0,13.2,,4.8,,,,,94,,,0.6,,2022,22,4,,,8,ON
-82.30888888888889,42.99944444444444,,47,6127510,,2022-04-23 00:00:00,,6127510.2022.4.23,,,24,0.2,37,SARNIA,,0,2.4,,15.6,,,,,83,,,7.1,,2022,23,4,,,14,ON
-82.30888888888889,42.99944444444444,,47,6127510,,2022-04-24 00:00:00,,6127510.2022.4.24,,,27.9,4.5,65,SARNIA,,1,0,,19,,,,,96,,,10.1,,2022,24,4,,,19,ON
-82.30888888888889,42.99944444444444,,57,6127510,,2022-04-25 00:00:00,,6127510.2022.4.25,,,17.5,2.1,39,SARNIA,,0,5.5,,12.5,,,,,96,,,7.4,,2022,25,4,,,23,ON
-82.30888888888889,42.99944444444444,,60,6127510,,2022-04-26 00:00:00,,6127510.2022.4.26,,,7.5,1.8,39,SARNIA,,0,14,,4,,,,,97,,,0.5,,2022,26,4,,,33,ON
-82.30888888888889,42.99944444444444,,60,6127510,,2022-04-27 00:00:00,,6127510.2022.4.27,,,1.3,0,45,SARNIA,,0,18.6,,-0.6,,,,,93,,,-2.5,,2022,27,4,,,32,ON
-82.30888888888889,42.99944444444444,,28,6127510,,2022-04-28 00:00:00,,6127510.2022.4.28,,M,6.8,0,,SARNIA,M,0,16.9,,1.1,,,,,90,,,-4.7,,2022,28,4,,,,ON
-82.30888888888889,42.99944444444444,,27,6127510,,2022-04-29 00:00:00,,6127510.2022.4.29,,M,12.6,0,,SARNIA,M,0,13.5,,4.5,,,,,91,,,-3.7,,2022,29,4,,,,ON
-82.30888888888889,42.99944444444444,,19,6127510,,2022-04-30 00:00:00,,6127510.2022.4.30,,,17.2,0,45,SARNIA,,0,10,,8,,,,,86,,,-1.2,,2022,30,4,,,15,ON
-82.30888888888889,42.99944444444444,,38,6127510,,2022-05-01 00:00:00,,6127510.2022.5.1,,,21.7,7.6,46,SARNIA,,0,3.5,,14.5,,,,,90,,,7.3,,2022,1,5,,,13,ON
-82.30888888888889,42.99944444444444,,61,6127510,,2022-05-02 00:00:00,,6127510.2022.5.2,,,14.5,0,50,SARNIA,,0,6.2,,11.8,,,,,90,,,9.1,,2022,2,5,,,22,ON
-82.30888888888889,42.99944444444444,,79,6127510,,2022-05-03 00:00:00,,6127510.2022.5.3,,,11.4,14.5,45,SARNIA,,0,9.7,,8.3,,,,,99,,,5.1,,2022,3,5,,,2,ON
-82.30888888888889,42.99944444444444,,79,6127510,,2022-05-04 00:00:00,,6127510.2022.5.4,,,6.8,0,52,SARNIA,,0,13.3,,4.7,,,,,98,,,2.6,,2022,4,5,,,1,ON
-82.30888888888889,42.99944444444444,,67,6127510,,2022-05-05 00:00:00,,6127510.2022.5.5,,M,12.2,0,,SARNIA,M,0,10.8,,7.2,,,,,98,,,2.1,,2022,5,5,,,,ON
-82.30888888888889,42.99944444444444,,37,6127510,,2022-05-06 00:00:00,,6127510.2022.5.6,,,18.2,0,54,SARNIA,,0,5.6,,12.4,,,,,92,,,6.5,,2022,6,5,,,8,ON
-82.30888888888889,42.99944444444444,,39,6127510,,2022-05-07 00:00:00,,6127510.2022.5.7,,,13,0,45,SARNIA,,0,10.8,,7.2,,,,,90,,,1.4,,2022,7,5,,,1,ON
-82.30888888888889,42.99944444444444,,24,6127510,,2022-05-08 00:00:00,,6127510.2022.5.8,,,19,0,39,SARNIA,,0,8.1,,9.9,,,,,95,,,0.8,,2022,8,5,,,14,ON
-82.30888888888889,42.99944444444444,,24,6127510,,2022-05-09 00:00:00,,6127510.2022.5.9,,,21.5,0,46,SARNIA,,0,4.1,,13.9,,,,,65,,,6.3,,2022,9,5,,,17,ON
-82.30888888888889,42.99944444444444,,27,6127510,,2022-05-10 00:00:00,,6127510.2022.5.10,,,26,0,55,SARNIA,,0,0.7,,17.3,,,,,69,,,8.6,,2022,10,5,,,16,ON
-82.30888888888889,42.99944444444444,,25,6127510,,2022-05-11 00:00:00,,6127510.2022.5.11,,,28,0,37,SARNIA,,2.5,0,,20.5,,,,,58,,,12.9,,2022,11,5,,,17,ON
-82.30888888888889,42.99944444444444,,23,6127510,,2022-05-12 00:00:00,,6127510.2022.5.12,,M,29.6,0,,SARNIA,M,1.3,0,,19.3,,,,,69,,,8.9,,2022,12,5,,,,ON
-82.30888888888889,42.99944444444444,,43,6127510,,2022-05-13 00:00:00,,6127510.2022.5.13,,,28.4,0,35,SARNIA,,2.6,0,,20.6,,,,,75,,,12.8,,2022,13,5,,,16,ON
-82.30888888888889,42.99944444444444,,45,6127510,,2022-05-14 00:00:00,,6127510.2022.5.14,,,28.9,4.1,41,SARNIA,,3.5,0,,21.5,,,,,91,,,14.1,,2022,14,5,,,34,ON
-82.30888888888889,42.99944444444444,,40,6127510,,2022-05-15 00:00:00,,6127510.2022.5.15,,,28.8,3.3,76,SARNIA,,2.8,0,,20.8,,,,,96,,,12.8,,2022,15,5,,,20,ON
-82.30888888888889,42.99944444444444,,49,6127510,,2022-05-16 00:00:00,,6127510.2022.5.16,,,19.6,17.8,37,SARNIA,,0,4,,14,,,,,97,,,8.3,,2022,16,5,,,1,ON
-82.30888888888889,42.99944444444444,,61,6127510,,2022-05-17 00:00:00,,6127510.2022.5.17,,,14.9,0,32,SARNIA,,0,7.6,,10.4,,,,,92,,,5.9,,2022,17,5,,,2,ON
-82.30888888888889,42.99944444444444,,66,6127510,,2022-05-18 00:00:00,,6127510.2022.5.18,,M,13.4,2.1,,SARNIA,M,0,9.1,,8.9,,,,,98,,,4.4,,2022,18,5,,,,ON
-82.30888888888889,42.99944444444444,,56,6127510,,2022-05-19 00:00:00,,6127510.2022.5.19,,,23.9,0,37,SARNIA,,0,0.6,,17.4,,,,,99,,,10.8,,2022,19,5,,,20,ON
-82.30888888888889,42.99944444444444,,64,6127510,,2022-05-20 00:00:00,,6127510.2022.5.20,,,27.8,0,68,SARNIA,,4.6,0,,22.6,,,,,87,,,17.3,,2022,20,5,,,21,ON
-82.30888888888889,42.99944444444444,,71,6127510,,2022-05-21 00:00:00,,6127510.2022.5.21,,,22.7,13.9,32,SARNIA,,0,1.8,,16.2,,,,,97,,,9.6,,2022,21,5,,,34,ON
-82.30888888888889,42.99944444444444,,80,6127510,,2022-05-22 00:00:00,,6127510.2022.5.22,,,12.4,0.4,39,SARNIA,,0,8.3,,9.7,,,,,98,,,7,,2022,22,5,,,34,ON
-82.30888888888889,42.99944444444444,,59,6127510,,2022-05-23 00:00:00,,6127510.2022.5.23,,,10.8,0,37,SARNIA,,0,9.9,,8.1,,,,,87,,,5.4,,2022,23,5,,,2,ON
-82.30888888888889,42.99944444444444,M,,6127510,,2022-05-24 00:00:00,M,6127510.2022.5.24,,M,,,,SARNIA,M,,,M,,M,M,,,,M,M,,M,2022,24,5,,,,ON
-82.30888888888889,42.99944444444444,,61,6127510,,2022-05-25 00:00:00,,6127510.2022.5.25,,,20.9,1.2,41,SARNIA,,0,4.1,,13.9,,,,,94,,,6.8,,2022,25,5,,,12,ON
-82.30888888888889,42.99944444444444,,71,6127510,,2022-05-26 00:00:00,,6127510.2022.5.26,,,25.5,5.7,52,SARNIA,,3,0,,21,,,,,96,,,16.5,,2022,26,5,,,20,ON
-82.30888888888889,42.99944444444444,,84,6127510,,2022-05-27 00:00:00,,6127510.2022.5.27,,,20.6,1.7,32,SARNIA,,0,3,,15,,,,,97,,,9.4,,2022,27,5,,,1,ON
-82.30888888888889,42.99944444444444,,62,6127510,,2022-05-28 00:00:00,,6127510.2022.5.28,,M,17.8,0.2,,SARNIA,M,0,4.1,,13.9,,,,,93,,,9.9,,2022,28,5,,,,ON
-82.30888888888889,42.99944444444444,,51,6127510,,2022-05-29 00:00:00,,6127510.2022.5.29,,,25.9,0,41,SARNIA,,1.8,0,,19.8,,,,,84,,,13.6,,2022,29,5,,,19,ON
-82.30888888888889,42.99944444444444,,43,6127510,,2022-05-30 00:00:00,,6127510.2022.5.30,,,29.9,0,50,SARNIA,,5.7,0,,23.7,,,,,82,,,17.4,,2022,30,5,,,20,ON
-82.30888888888889,42.99944444444444,,44,6127510,,2022-05-31 00:00:00,,6127510.2022.5.31,,,31.5,0,37,SARNIA,,7.5,0,,25.5,,,,,81,,,19.4,,2022,31,5,,,22,ON
-82.30888888888889,42.99944444444444,,67,6127510,,2022-06-01 00:00:00,,6127510.2022.6.1,,,27.5,0,41,SARNIA,,1.1,0,,19.1,,,,,83,,,10.7,,2022,1,6,,,2,ON
-82.30888888888889,42.99944444444444,,48,6127510,,2022-06-02 00:00:00,,6127510.2022.6.2,,,22,0,35,SARNIA,,0,2.1,,15.9,,,,,81,,,9.8,,2022,2,6,,,1,ON
-82.30888888888889,42.99944444444444,,21,6127510,,2022-06-03 00:00:00,,6127510.2022.6.3,,,26.5,0,50,SARNIA,,0,0.4,,17.6,,,,,90,,,8.6,,2022,3,6,,,27,ON
-82.30888888888889,42.99944444444444,,32,6127510,,2022-06-04 00:00:00,,6127510.2022.6.4,,M,21.5,0,,SARNIA,M,0,3.6,,14.4,,,,,87,,,7.2,,2022,4,6,,,,ON
-82.30888888888889,42.99944444444444,,61,6127510,,2022-06-05 00:00:00,,6127510.2022.6.5,,M,19.3,1.2,,SARNIA,M,0,3,,15,,,,,87,,,10.6,,2022,5,6,,,,ON
-82.30888888888889,42.99944444444444,,52,6127510,,2022-06-06 00:00:00,,6127510.2022.6.6,,,25.3,2.2,37,SARNIA,,2,0,,20,,,,,96,,,14.6,,2022,6,6,,,17,ON
-82.30888888888889,42.99944444444444,,71,6127510,,2022-06-07 00:00:00,,6127510.2022.6.7,,,19.9,14,37,SARNIA,,0,3.6,,14.4,,,,,98,,,8.8,,2022,7,6,,,34,ON
-82.30888888888889,42.99944444444444,,61,6127510,,2022-06-08 00:00:00,,6127510.2022.6.8,,,20.4,9.3,48,SARNIA,,0,3.7,,14.3,,,,,98,,,8.1,,2022,8,6,,,17,ON
-82.30888888888889,42.99944444444444,,48,6127510,,2022-06-09 00:00:00,,6127510.2022.6.9,,,23.2,1.6,39,SARNIA,,0,0.9,,17.1,,,,,98,,,10.9,,2022,9,6,,,26,ON
-82.30888888888889,42.99944444444444,,46,6127510,,2022-06-10 00:00:00,,6127510.2022.6.10,,,23.3,9.4,37,SARNIA,,0,1.1,,16.9,,,,,95,,,10.5,,2022,10,6,,,33,ON
-82.30888888888889,42.99944444444444,,43,6127510,,2022-06-11 00:00:00,,6127510.2022.6.11,,,25.5,0,45,SARNIA,,1.2,0,,19.2,,,,,94,,,12.8,,2022,11,6,,,27,ON
-82.30888888888889,42.99944444444444,,70,6127510,,2022-06-12 00:00:00,,6127510.2022.6.12,,,23.3,2.2,42,SARNIA,,0,0.5,,17.5,,,,,96,,,11.6,,2022,12,6,,,2,ON
-82.30888888888889,42.99944444444444,,65,6127510,,2022-06-13 00:00:00,,6127510.2022.6.13,,M,20.4,0,,SARNIA,M,0,2.3,,15.7,,,,,96,,,10.9,,2022,13,6,,,,ON
-82.30888888888889,42.99944444444444,,44,6127510,,2022-06-14 00:00:00,,6127510.2022.6.14,,M,28.1,0.4,,SARNIA,M,3.6,0,,21.6,,,,,96,,,15,,2022,14,6,,,,ON
-82.30888888888889,42.99944444444444,,51,6127510,,2022-06-15 00:00:00,,6127510.2022.6.15,,,34.5,0,45,SARNIA,,9.2,0,,27.2,,,,,84,,,19.9,,2022,15,6,,,21,ON
-82.30888888888889,42.99944444444444,,30,6127510,,2022-06-16 00:00:00,,6127510.2022.6.16,,,31.9,0.7,45,SARNIA,,9.4,0,,27.4,,,,,88,,,22.8,,2022,16,6,,,26,ON
